stt,category,title,content,link,label
1264,VNExpress,Tổng thống Trump lần đầu đến Nhật sau 6 năm - Báo VnExpress,"Tổng thống Trump hôm nay đến Tokyo, bắt đầu chuyến thăm Nhật Bản đầu tiên kể từ năm 2019. Chuyên cơ Không lực Một chở Tổng thống Mỹ Donald Trump chiều nay đáp xuống sân bay Haneda ở thủ đô Tokyo của Nhật Bản. ""Mong được gặp Nhật hoàng"", ông viết trên mạng xã hội Truth Social ngay trước khi máy bay hạ cánh. Đây là lần đầu Tổng thống Trump thăm Nhật Bản sau 6 năm, kể từ chuyến công tác tháng 6/2019 để tham dự hội nghị G20 tại Osaka. Sau khi bước xuống từ máy bay, Tổng thống Trump bắt tay với một số quan chức Mỹ và Nhật Bản đang chờ sẵn, trong đó có Chánh văn phòng Nội các Nhật Bản, Đại sứ Mỹ và Tư lệnh Lực lượng Mỹ tại Nhật Bản. Ông giơ tay nắm tay và đấm không khí, trước khi bước lên trực thăng Thủy quân Một để rời sân bay. Nhật hoàng Naruhito đón Tổng thống Trump tại Tokyo ngày 27/10. Video:  Sau 10 phút di chuyển, Tổng thống Mỹ tới Hoàng cung Nhật Bản và được Nhật hoàng Naruhito đón tại cửa. Ông Trump chào Nhật hoàng một cách nồng nhiệt. Hai người bắt tay, liên tục mỉm cười khi chụp ả",https://vnexpress.net/tong-thong-trump-lan-dau-den-nhat-sau-6-nam-4956461.html,1
1265,VNExpress,Thủ tướng nêu 3 đề xuất tại Hội nghị Cấp cao Đông Á - Báo VnExpress,"Thủ tướng Phạm Minh Chính nêu 3 đề xuất nhằm góp phần duy trì hòa bình, ổn định và thúc đẩy hợp tác khi tham dự Hội nghị Cấp cao Đông Á. Thủ tướng Phạm Minh Chính cùng lãnh đạo các nước ASEAN và đối tác, gồm Trung Quốc, Mỹ, Nga, Ấn Độ, Nhật Bản, Hàn Quốc, Australia và New Zealand, chiều nay tham dự Hội nghị Cấp cao Đông Á (EAS) lần thứ 20 tại thủ đô Kuala Lumpur của Malaysia, theo  Phát biểu tại hội nghị, Thủ tướng cho hay thế giới đang bước vào giai đoạn nhiều biến động và thách thức toàn cầu, đòi hỏi các quốc gia tăng cường đoàn kết, củng cố liên kết và thúc đẩy hợp tác đa phương nhằm duy trì môi trường hòa bình, ổn định, an ninh và an toàn cho phát triển bền vững, bao trùm, gia tăng tương đồng, giảm thiểu khác biệt, tránh những hành động đơn phương gây nguy cơ đối đầu, đứt gãy chuỗi cung ứng, cản trở thương mại và đầu tư. Thủ tướng Phạm Minh Chính tham dự Hội nghị Cấp cao Đông Á (EAS) lần thứ 20 tại Malaysia ngày 27/10. Ảnh:  Thủ tướng đề nghị EAS cần đi đầu trong bảo vệ những nguyê",https://vnexpress.net/thu-tuong-neu-3-de-xuat-tai-hoi-nghi-cap-cao-dong-a-4956483.html,1
1266,VNExpress,Ông Trump nói Mỹ giúp đảng của Tổng thống Argentina thắng lớn - Báo VnExpress,"Ông Trump tuyên bố đảng của Tổng thống Milei nhận ""rất nhiều sự hỗ trợ"" từ Mỹ để giành chiến thắng áp đảo trong bầu cử giữa kỳ ở Argentina. Tổng thống Mỹ Donald Trump hôm nay ca ngợi đảng La Libertad Avanza (LLA) của Tổng thống Argentina Javier Milei giành đa số ghế trong cuộc bầu cử giữa kỳ ngày 26/10 là ""chiến thắng lớn ngoài mong đợi"" và ""tuyệt vời"". ""Ông ấy đã nhận được rất nhiều hỗ trợ từ Mỹ. Tôi dành cho ông ấy sự ủng hộ mạnh mẽ. Chúng tôi đang hợp tác với nhiều quốc gia ở Nam Mỹ và đặc biệt chú trọng vào khu vực này"", Tổng thống Mỹ cho hay. Tổng thống Trump (trái) và Tổng thống Milei tại Nhà Trắng ngày 14/10. Ảnh:  Chính quyền Mỹ đã đề xuất gói cứu trợ 40 tỷ USD, gồm thỏa thuận hóa đổi tiền tệ trị giá 20 tỷ USD đã ký kết và đề xuất về cơ sở đầu tư trị giá 20 tỷ USD, nhằm hỗ trợ Tổng thống Milei trước cuộc bỏ phiếu. Trong bầu cử giữa kỳ, LLA giành được 40,7% số phiếu, bỏ xa phe đối lập. Kết quả này trao giúp ông Milei tiếp tục thúc đẩy cuộc cải tổ nền kinh tế triệt để, dù nhiều n",https://vnexpress.net/ong-trump-noi-my-giup-dang-cua-tong-thong-argentina-thang-lon-4956391.html,1
1267,VNExpress,Thông điệp dằn mặt của Washington khi điều siêu tàu sân bay đến Mỹ Latin - Báo VnExpress,"Nhóm tác chiến tàu sân bay Ford sẽ giúp Washington bổ sung đáng kể sức mạnh ở Mỹ Latin, gây thêm sức ép với Venezuela. Phát ngôn viên Lầu Năm Góc Sean Parnell ngày 24/10 cho biết Bộ trưởng Quốc phòng Pete Hegseth đã điều động nhóm tác chiến tàu sân bay Gerald R. Ford cùng không đoàn trên hạm đến khu vực do Bộ tư lệnh Phương Nam (SOUTHCOM) phụ trách. Động thái được tiến hành theo chỉ thị từ Tổng thống Donald Trump về ""triệt phá các tổ chức tội phạm xuyên quốc gia và chống khủng bố ma túy nhằm bảo vệ an ninh đất nước"". Ông Parnell không nêu thời điểm nhóm tác chiến được triển khai hay liệu khi nào lực lượng này bắt đầu làm nhiệm vụ. SOUTHCOM đặc trách mọi hoạt động của quân đội Mỹ tại Trung Mỹ, Nam Mỹ, vùng Caribe và các vùng biển xung quanh, trong đó có khu vực ngoài khơi Venezuela. Tàu sân bay USS Gerald R. Ford đi qua eo biển Gibraltar hôm 1/10. Ảnh:  USS Gerald R. Ford là siêu tàu sân bay mới nhất của Mỹ, cũng là chiến hạm đắt nhất trong lịch sử hải quân nước này với mức giá bàn giao",https://vnexpress.net/thong-diep-dan-mat-cua-washington-khi-dieu-sieu-tau-san-bay-den-my-latin-4956190.html,1
1268,VNExpress,Tổng Bí thư Tô Lâm và phu nhân lên đường thăm Anh - Báo VnExpress,"Tổng Bí thư Tô Lâm và phu nhân rời Hà Nội, lên đường thăm chính thức Liên hiệp Vương quốc Anh và Bắc Ireland ngày 28-30/10. Chuyến thăm của Tổng Bí thư Tô Lâm và phu nhân diễn ra theo lời mời của Thủ tướng Anh Keir Starmer, đúng vào dịp kỷ niệm 15 năm thiết lập quan hệ Đối tác chiến lược Việt Nam - Anh. Tháp tùng Tổng Bí thư có Chủ nhiệm Ủy ban Kiểm tra Trung ương Nguyễn Duy Ngọc, Phó thủ tướng Nguyễn Hòa Bình, Bộ trưởng Quốc phòng Phan Văn Giang, Bộ trưởng Công an Lương Tam Quang, Bộ trưởng Ngoại giao Lê Hoài Trung, Bộ trưởng Khoa học và Công nghệ Nguyễn Mạnh Hùng, Bộ trưởng Tài chính Nguyễn Văn Thắng, Bộ trưởng Giáo dục và Đào tạo Nguyễn Kim Sơn và các quan chức khác, theo  . Tổng Bí thư Tô Lâm và phu nhân lên đường thăm chính thức Anh hôm nay. Ảnh:  Việt Nam thiết lập quan hệ ngoại giao với Liên hiệp Vương quốc Anh và Bắc Ireland (gọi tắt là Anh) ngày 11/9/1973. Hai nước ký Tuyên bố chung về thiết lập quan hệ Đối tác chiến lược Việt Nam - Anh vào tháng 9/2010. Việt Nam và Anh",https://vnexpress.net/tong-bi-thu-to-lam-va-phu-nhan-len-duong-tham-anh-4956541.html,1
1269,VNExpress,Tập đoàn dầu Nga bán tài sản nước ngoài vì lệnh trừng phạt của Mỹ - Báo VnExpress,"Doanh nghiệp dầu mỏ lớn thứ hai Nga Lukoil thông báo sẽ bán tài sản ở nước ngoài sau khi bị Mỹ áp trừng phạt hồi tuần trước. ""Chúng tôi có ý định bán tài sản quốc tế của mình, do một số quốc gia đã áp dụng các biện pháp hạn chế đối với chúng tôi và các công ty con"", Lukoil cho biết trong tuyên bố hôm 27/10. Lukoil, tập đoàn dầu mỏ lớn thứ hai Nga, thêm rằng quá trình bán tài sản này được tiến hành theo giấy phép thanh lý của Văn phòng Kiểm soát Tài sản Nước ngoài (OFAC) trực thuộc Bộ Tài chính Mỹ. Quá trình xem xét hồ sơ dự thầu từ những bên mua tiềm năng đã bắt đầu. ""Nếu cần thiết, chúng tôi sẽ nộp đơn xin gia hạn giấy phép để đảm bảo hoạt động của các tài sản quốc tế không bị gián đoạn"", Lukoil cho hay. BIển quảng cáo của Lukoil tại Thổ Nhĩ Kỳ hồi năm 2023. Ảnh:  Lukoil chưa công bố những tài sản nào sẽ được bán. Tài sản nước ngoài lớn nhất của công ty là mỏ dầu Tây Qurna 2 tại Iraq, một trong những mỏ lớn nhất thế giới, nơi họ nắm giữ 75% cổ phần. Sản lượng của mỏ dầu hồi tháng 4 đã",https://vnexpress.net/tap-doan-dau-nga-ban-tai-san-nuoc-ngoai-vi-lenh-trung-phat-cua-my-4956544.html,1
1270,VNExpress,Venezuela tuyên bố phá âm mưu 'dàn dựng tấn công chiến hạm Mỹ' - Báo VnExpress,"Venezuela thông báo ngăn chặn ""âm mưu do CIA tài trợ"", trong đó dàn dựng cuộc tập kích chiến hạm USS Gravely ở biển Caribe để đổ lỗi cho Caracas. ""Ít nhất 4 nghi phạm đã bị bắt. Nhóm này được tài trợ bởi Cơ quan Tình báo Trung ương Mỹ (CIA)"", Bộ trưởng Nội vụ Venezuela Diosdado Cabello cho biết hôm 27/10, khi đề cập âm mưu tấn công nhằm vào tàu khu trục USS Gravely của Mỹ. Thông báo được đưa ra một ngày sau khi chiến hạm Mỹ cập cảng tại thủ đô Port of Spain của Trinidad và Tobago, đảo quốc tại khu vực Caribe và có bờ biển chỉ cách đất liền Venezuela khoảng 11 km. Danh tính các nghi phạm và phương thức tập kích chưa được công bố. Ngoại trưởng Venezuela Yvan Gil đã thông báo cho chính phủ Trinidad và Tobago về diễn biến. Giới chức Mỹ cùng Trinidad và Tobago chưa bình luận về thông tin. Tàu khu trục USS Gravely chuẩn bị cập cảng Port of Spain của Trinidad và Tobago ngày 26/10. Ảnh:  Tàu khu trục USS Gravely đến Trinidad và Tobago để chuẩn bị cho các cuộc diễn tập chung giữa hai nước trên ",https://vnexpress.net/venezuela-tuyen-bo-pha-am-muu-dan-dung-tan-cong-chien-ham-my-4956549.html,1
1271,VNExpress,"Khoảnh khắc Iskander, bom lượn Nga tập kích 'lữ đoàn Ukraine' - Báo VnExpress","Nga công bố video tên lửa Iskander-M, bom lượn tập kích mục tiêu được cho là điểm đóng quân của lữ đoàn cơ giới Ukraine ở mặt trận Pokrovsk. ""Tổ hợp tên lửa đạn đạo chiến thuật Iskander-M cùng các tiêm kích bom Su-34 đã tập kích điểm tập trung nhân lực, vũ khí và thiết bị của Lữ đoàn Cơ giới Độc lập số 67 Ukraine ở gần làng Vodolazhskoye tại mặt trận Krasnoarmeysk"", Bộ Quốc phòng Nga cho biết hôm 27/10. Quân đội Nga cũng công bố video từ máy bay không người lái (UAV) trinh sát đang theo dõi một cánh rừng bên cạnh tuyến đường sắt, cho thấy nhiều lều bạt và phương tiện cơ giới Ukraine. Tên lửa Iskander-M, bom lượn Nga tập kích lữ đoàn Ukraine trong video công bố ngày 27/10. Video:  Tên lửa đạn đạo Iskander-M lao xuống mục tiêu và kích hoạt đầu đạn nổ mạnh trên không nhằm gây sát thương tối đa. Đòn đánh còn gây nổ thứ cấp và cháy ở cách đó hàng chục mét. 7 vụ nổ tiếp tục bùng lên sau đó, dường như là đòn đánh bồi bằng bom lượn dẫn đường UMPK. Phi cơ trinh sát Nga quần thảo ở khu vực, ghi ",https://vnexpress.net/khoanh-khac-iskander-bom-luon-nga-tap-kich-lu-doan-ukraine-4956505.html,1
1272,VNExpress,ASEAN tổ chức tiệc sinh nhật bất ngờ cho Tổng thống Brazil - Báo VnExpress,"Bên lề tiệc tối ASEAN, Thủ tướng Malaysia bất ngờ dẫn Tổng thống Brazil lên sân khấu cắt bánh kem, hát mừng sinh nhật tuổi 80. Trong tiệc tối ngày 27/10 của Hội nghị Cấp cao ASEAN lần thứ 47 ở Kuala Lumpur, Thủ tướng Malaysia Anwar Ibrahim nắm tay, dẫn Tổng thống Brazil Luiz Inacio Lula da Silva lên sân khấu. Hội trường vang lên những tràng pháo tay theo nhịp của bài hát chúc mừng sinh nhật. Thủ tướng Malaysia nắm tay, dẫn Tổng thống Brazil lên sân khấu tiệc tối hội nghị ASEAN để cắt bánh sinh nhật. Video:  Phu nhân Tổng thống Brazil Rosangela da Silva sau đó cũng lên sân khấu cùng chồng. Ông Lula, mặc áo batik tím truyền thống của Malaysia, cắt bánh sinh nhật, sau đó cùng Thủ tướng Ibrahim rời sân khấu. Trước đó trong ngày, ông Lula đã chia sẻ 27/10 là sinh nhật của mình. ""Tôi vừa tròn 80 tuổi, tôi cảm thấy rất tuyệt và hy vọng sẽ sống đến 120 tuổi. Tôi hơi buồn vì không ai tặng quà cho mình"", ông nói đùa trong họp báo. ""Tôi sẽ đến dự tiệc tối nay như thể là người Malaysia, tôi cũng s",https://vnexpress.net/asean-to-chuc-tiec-sinh-nhat-bat-ngo-cho-tong-thong-brazil-4956597.html,1
1273,VNExpress,Ông Trump bác khả năng tranh cử phó tổng thống năm 2028 - Báo VnExpress,"Tổng thống Trump tuyên bố sẽ không ""lách"" giới hạn nhiệm kỳ bằng cách ra tranh cử với tư cách phó tổng thống năm 2028. Trao đổi với phóng viên trên chuyên cơ Không Lực Một khi bay từ Malaysia đến Tokyo, Tổng thống Mỹ Donald Trump ngày 27/10 tiết lộ một số người ủng hộ đã gợi ý ông cách ""lách luật"" là tranh cử với tư cách phó tổng thống cùng một ứng viên khác, rồi tiếp nhận chức vụ sau khi người này từ chức. ""Tôi có thể làm vậy, luật cho phép, nhưng tôi sẽ không làm như vậy đâu. Như thế là khôn lỏi quá mức và người dân sẽ không thích. Nó không đúng đắn"", ông nói với phóng viên Hiến pháp Mỹ quy định trong Tu chính án 22 rằng một công dân không được ""đắc cử tổng thống"" quá hai lần. Một số chuyên gia pháp lý còn diễn giải rằng ông Trump cũng không thể tranh cử phó tổng thống vì Tu chính án 12 viết rằng người không đủ điều kiện làm tổng thống thì cũng không thể làm phó tổng thống. Tổng thống Mỹ Donald Trump tại Nhà khách Chính phủ Akasaka, Nhật Bản, ngày 28/10. Ảnh:  Ông Trump nhiều lần nói",https://vnexpress.net/ong-trump-bac-kha-nang-tranh-cu-pho-tong-thong-nam-2028-4956611.html,1
1274,VNExpress,Máy bay Mỹ liên tiếp rơi ở Biển Đông có thể do nhiên liệu nhiễm bẩn - Báo VnExpress,"Tổng thống Trump cho rằng dầu nhiễm bẩn có thể là nguyên nhân khiến trực thăng và tiêm kích Mỹ rơi trên Biển Đông trong vòng 30 phút. ""Họ sẽ sớm thông báo cho tôi. Tôi nghĩ họ sẽ tìm ra nguyên nhân, sự cố có thể do nhiên liệu bị nhiễm bẩn gây ra. Điều này rất hiếm khi xảy ra"", Tổng thống Donald Trump cho biết hôm 27/10 khi được đề nghị bình luận vụ trực thăng và tiêm kích Mỹ rơi ở Biển Đông trước đó một ngày. Khi được hỏi liệu ông có cho rằng hai sự cố bắt nguồn từ ""hành vi bất chính"" nào đó hay không, Tổng thống Trump đáp rằng ""tôi không nghĩ vậy"" và nhắc lại giả thuyết về dầu nhiễm bẩn. Hạm đội Thái Bình Dương (USPACFLT) của hải quân Mỹ từ chối bình luận về tuyên bố của ông Trump. Một quan chức hải quân Mỹ trước đó cũng phủ nhận khả năng ""có hành động xấu"" trong các sự việc. Tiêm kích F/A-18F chuẩn bị đáp xuống tàu sân bay USS Nimitz trên Thái Bình Dương ngày 4/4. Ảnh:  Trực thăng MH-60R Sea Hawk thuộc Phi đoàn Trực thăng Tấn công hàng hải số 73 và chiến đấu cơ F/A-18F thuộc Phi đoàn",https://vnexpress.net/may-bay-my-lien-tiep-roi-o-bien-dong-co-the-do-nhien-lieu-nhiem-ban-4956585.html,1
1275,VNExpress,Venezuela đình chỉ thỏa thuận khí đốt với Trinidad và Tobago vì chiến hạm Mỹ - Báo VnExpress,"Tổng thống Venezuela Maduro đình chỉ thỏa thuận khí đốt với Trinidad và Tobago để đáp trả việc quốc đảo láng giềng này đón chiến hạm Mỹ. Tổng thống Venezuela Nicolas Maduro hôm 27/10 tuyên bố trên truyền hình rằng nước này ""đình chỉ ngay lập tức"" thỏa thuận năng lượng với Trinidad và Tobago, đồng thời cáo buộc Thủ tướng quốc gia láng giềng Kamla Persad-Bissessar biến đất nước ""thành tàu sân bay của đế quốc Mỹ chống lại Venezuela"". Chính phủ trước đây của Trinidad và Tobago đã lên kế hoạch thực hiện nhiều dự án khí đốt chung với Venezuela. Hai quốc gia, được ngăn cách bởi vịnh nhỏ với nơi hẹp nhất chỉ rộng 11 km, hồi năm 2015 ký thỏa thuận thực hiện các dự án thăm dò khí đốt tự nhiên tại vùng biển giữa hai nước. Thủ tướng Persad-Bissessar cho biết bà không lo ngại về động thái của Venezuela, thêm rằng các cuộc diễn tập chung với Mỹ chỉ nhằm đảm bảo ""an ninh trong nước"". ""Tương lai của chúng tôi không phụ thuộc và cũng chưa bao giờ phụ thuộc vào Venezuela. Chúng tôi có những kế hoạch và ",https://vnexpress.net/venezuela-dinh-chi-thoa-thuan-khi-dot-voi-trinidad-va-tobago-vi-chien-ham-my-4956569.html,1
1276,VNExpress,Trung Quốc ngỏ lời giúp Mỹ trong vụ rơi máy bay ở Biển Đông - Báo VnExpress,"Bộ Ngoại giao Trung Quốc cho biết nước này sẵn sàng hỗ trợ Mỹ ""trên tinh thần nhân đạo"" sau hai vụ rơi máy bay liên tiếp ở Biển Đông. Người phát ngôn Bộ Ngoại giao Trung Quốc Quách Gia Khôn ngày 27/10 cho biết Bắc Kinh ""đã ghi nhận thông tin liên quan"" vụ tiêm kích và trực thăng Mỹ rơi trên Biển Đông cuối tuần qua. ""Nếu phía Mỹ có yêu cầu, Trung Quốc sẵn sàng cung cấp hỗ trợ cần thiết dựa trên tinh thần nhân đạo"", ông nói. Quan chức Trung Quốc cũng chỉ trích sự hiện diện thường xuyên của tàu chiến, máy bay Mỹ ở khu vực là ""nguyên nhân chính dẫn đến các vấn đề an ninh hàng hải, làm suy yếu hòa bình và ổn định"". Giới chức Mỹ chưa bình luận về những phát biểu này. Tiêm kích F/A-18F của Phi đoàn 22 cất cánh từ tàu sân bay USS Nimitz ở Thái Bình Dương hồi tháng 3. Ảnh:  Quân đội Mỹ những năm qua thường xuyên triển khai lực lượng thực hiện hoạt động tuần tra tự do đi lại ở Biển Đông. Các chiến dịch này được coi là phản ứng quyết liệt nhất của Washington theo quy định của luật pháp quốc tế đố",https://vnexpress.net/trung-quoc-ngo-loi-giup-my-trong-vu-roi-may-bay-o-bien-dong-4956675.html,1
1277,VNExpress,Mỹ - Nhật ký thỏa thuận đất hiếm - Báo VnExpress,"Washington và Tokyo ký thỏa thuận đảm bảo nguồn cung đất hiếm và khoáng sản chiến lược, trong chuyến thăm của ông Trump tới Nhật Bản. Mục tiêu của thỏa thuận được Tổng thống Mỹ Donald Trump và Thủ tướng Nhật Bản Sanae Takaichi ký tại Tokyo hôm nay nhằm ""hỗ trợ hai quốc gia tăng cường khả năng tự chủ và bảo đảm an ninh cho chuỗi cung ứng khoáng sản chiến lược và đất hiếm"". Thông cáo cho biết hai nước dự định phối hợp sử dụng các công cụ chính sách kinh tế và đầu tư đồng bộ nhằm thúc đẩy phát triển các thị trường khoáng sản chiến lược và đất hiếm đa dạng, có tính thanh khoản và công bằng. Mỹ và Nhật Bản sẽ ""phối hợp xác định các dự án trọng điểm nhằm khắc phục thiếu hụt trong chuỗi cung ứng khoáng sản chiến lược và đất hiếm, bao gồm cả các sản phẩm dẫn xuất như nam châm vĩnh cửu, pin, chất xúc tác và vật liệu quang học"". Hai nước ""dự kiến huy động sự hỗ trợ từ cả chính phủ và khu vực tư nhân"". Tổng thống Mỹ Donald Trump (trái) và Thủ tướng Nhật Bản Sanae Takaichi tại lễ ký thỏa thuận ở T",https://vnexpress.net/my-nhat-ky-thoa-thuan-dat-hiem-4956638.html,1
1278,VNExpress,Ông Zelensky ra lệnh tập kích sâu hơn vào đất Nga - Báo VnExpress,"Tổng thống Zelensky yêu cầu quân đội Ukraine tấn công sâu hơn nữa vào lãnh thổ Nga để khiến ngành năng lượng đối phương ""trả giá"". ""Chúng tôi đã đề ra nhiệm vụ mở rộng phạm vi địa lý của các cuộc tập kích tầm xa"", Tổng thống Volodymyr Zelensky viết trên mạng xã hội hôm 27/10, sau cuộc gặp với các quan chức cấp cao Ukraine. Ông cho biết sự kiện còn có sự tham gia của đại diện đến từ ngành công nghiệp quốc phòng, trong đó các bên đánh giá hiệu suất và kết quả chiến dịch tấn công tầm xa vào lãnh thổ Nga. ""Ngành công nghiệp lọc dầu Nga đã phải trả giá đắt vì cuộc chiến và sẽ còn chịu tổn thất lớn hơn nữa"", lãnh đạo Ukraine tuyên bố. Ông Zelensky trong cuộc họp báo tại London, Anh, hôm 24/10. Ảnh:  Tổng thống Zelensky cho biết chính phủ Ukraine đang hợp tác chặt chẽ với các nhà sản xuất vũ khí, thêm rằng những hợp đồng dài hạn đã giúp họ tăng sản lượng cung ứng cho quân đội, cam kết sẽ có nhiều hợp đồng như vậy hơn trong tương lai. Tổng thống Zelensky cho biết các quan chức còn thảo luận về",https://vnexpress.net/ong-zelensky-ra-lenh-tap-kich-sau-hon-vao-dat-nga-4956573.html,1
1279,VNExpress,Cơn bão mạnh nhất năm nay càn quét Caribe - Báo VnExpress,"Bão Melissa với sức gió 280 km/h đang càn quét trên biển Caribe, áp sát Jamaica, dự kiến là cơn bão tàn phá nhất lịch sử quốc đảo. Bão Melissa mạnh cấp 5, với sức gió 280 km/h, mạnh nhất thế giới từ đầu năm, còn cách Jamaica khoảng 240 km về phía tây nam, sau khi khiến ít nhất 4 người thiệt mạng ở Haiti và Cộng hòa Dominica. Gió mạnh, mưa lớn đã bắt đầu trút xuống Jamaica từ ngày 27/10. Thủ tướng Andrew Holness cảnh báo đây có thể là cơn bão tàn phá nhất từng được ghi nhận tại Jamaica. Theo Trung tâm Bão Quốc gia Mỹ (NHC), Melissa có thể gây mức tàn phá ở quy mô tương đương với các trận bão lịch sử như Maria năm 2017, Katrina năm 2005. Theo cấp thang Saffir-Simpson, bão cấp 5 là mức mạnh nhất, với sức gió trên 252 km/h. Mắt bão Melissa nhìn từ vệ tinh ngày 27/10. Video:  NHC đã cảnh báo về ""lũ quét thảm khốc, lở đất, gió lớn gây mất điện, mất liên lạc"" ở Jamaica, Haiti, Dominica và Cuba. Lượng mưa dự kiến lên tới một mét. Mực nước tại bờ biển phía nam Jamaica có thể dâng tới 4 mét, kèm",https://vnexpress.net/con-bao-manh-nhat-nam-nay-can-quet-caribe-4956674.html,1
1280,VNExpress,Đầu bếp Nhật 100 tuổi: 'Liều thuốc tốt nhất cho sức khỏe là làm việc' - Báo VnExpress,"Jiro Ono, người được gọi là huyền thoại sushi, đã bước sang tuổi 100 nhưng vẫn muốn làm việc thêm vài năm nữa. Ông Jiro Ono, người sáng lập Sukiyabashi Jiro, một quầy sushi nhỏ 10 chỗ ngồi dưới tầng hầm một tòa nhà trong khu phố thượng lưu Ginza ở Tokyo, kỷ niệm sinh nhật 100 tuổi hôm 27/10. Thống đốc Tokyo Yuriko Koike tháng trước chúc mừng sinh nhật và tặng quà ông Ono nhân kỷ niệm Ngày Kính Lão ở Nhật Bản. Khi được hỏi bí quyết giữ gìn sức khỏe, ông nói: ""Làm việc"". ""Tôi dự định làm tiếp 5 năm nữa"", ông nói. ""Bây giờ tôi không thể đến nhà hàng mỗi ngày, nhưng ngay cả khi đã 100 tuổi, tôi vẫn cố gắng làm việc nếu đủ sức. Tôi tin rằng liều thuốc tốt nhất cho sức khỏe là làm việc"". Ông Jiro phát biểu nhân kỷ niệm Ngày Kính Lão trước nhà hàng của ông ở Tokyo ngày 18/9. Ảnh:  Ông Ono là một trong số gần 100.000 người 100 tuổi trở lên ở Nhật Bản, quốc gia có tốc độ già hóa dân số hàng đầu thế giới. Sinh ra tại thành phố Hamamatsu ở miền trung Nhật Bản năm 1925, ông Ono bắt đầu học việc nă",https://vnexpress.net/dau-bep-nhat-100-tuoi-lieu-thuoc-tot-nhat-cho-suc-khoe-la-lam-viec-4956595.html,1
1281,VNExpress,Thủ tướng Nhật tặng Tổng thống Trump gậy golf của ông Abe - Báo VnExpress,"Bà Takaichi trò chuyện với ông Trump về cố thủ tướng Shinzo Abe, tặng ông gậy golf của người tiền nhiệm để nhấn mạnh mối quan hệ tốt đẹp Nhật - Mỹ. Ngay khi bước vào sảnh Cung điện Akasaka để bắt đầu cuộc gặp với Thủ tướng Nhật Sanae Takaichi ngày 28/10, ông Trump đã nhắc đến người bạn cũ: ""Ông Abe là người bạn tuyệt vời của tôi và cũng là bạn tốt của bà"". Thủ tướng Takaichi từng được ông Abe bổ nhiệm vào nội các năm 2006 và sau đó làm Bộ trưởng Nội vụ giai đoạn 2012-2020. Mối quan hệ thân tình giữa ông Trump và ông Abe từng góp phần định hình quan hệ Mỹ - Nhật trong nhiệm kỳ đầu của ông Trump. Bà Takaichi cảm ơn Tổng thống Trump vì tình bạn lâu dài với cố thủ tướng Abe, cũng như việc ông đã dành thời gian tiếp đón bà Akie, vợ của ông Abe, tại Mar-a-Lago sau khi đắc cử. Thủ tướng Nhật Bản cũng chọn Sunao Takao, người từng làm thông dịch viên riêng cho ông Abe, làm phiên dịch cho sự kiện này. Bà Takaichi tặng ông Trump cây gậy golf ông Abe từng sử dụng. Nó được trưng bày trong hộp kính,",https://vnexpress.net/thu-tuong-nhat-tang-tong-thong-trump-gay-golf-cua-ong-abe-4956800.html,1
1282,VNExpress,Thủ tướng đề xuất lập mạng lưới đổi mới sáng tạo ASEAN - Trung Quốc - Báo VnExpress,"Thủ tướng phát biểu tại Hội nghị Cấp cao ASEAN - Trung Quốc, đề xuất thành lập mạng lưới đổi mới sáng tạo, viện nghiên cứu và phòng thí nghiệm chung. Thủ tướng Phạm Minh Chính cùng các lãnh đạo ASEAN và Thủ tướng Trung Quốc Lý Cường sáng nay tham dự Hội nghị Cấp cao ASEAN - Trung Quốc lần thứ 28 tại thủ đô Kuala Lumpur của Malaysia, theo Bộ Ngoại giao. Phát biểu tại hội nghị, Thủ tướng đề xuất 3 định hướng chiến lược nhằm thúc đẩy mạnh mẽ quan hệ ASEAN - Trung Quốc thời gian tới. Thủ tướng đề nghị tăng cường kết nối thông minh, bao trùm và bền vững, trong đó cần triển khai hiệu quả Hiệp định Thương mại tự do ASEAN - Trung Quốc (ACFTA 3.0), phát triển hệ thống hạ tầng kết nối ASEAN - Trung Quốc theo hướng hiện đại, xanh và bền vững, tập trung vào mạng lưới đường sắt cao tốc, cảng biển xanh, sân bay tiết kiệm năng lượng, mở rộng hệ thống cửa khẩu thông minh, số hóa quy trình logistics và quản lý xuất nhập cảnh để thúc đẩy giao thương và giao lưu nhân dân. Tăng cường kết nối các đô thị th",https://vnexpress.net/thu-tuong-de-xuat-lap-mang-luoi-doi-moi-sang-tao-asean-trung-quoc-4956824.html,1
1283,VNExpress,Chuyến bay vào tâm bão mạnh nhất năm nay - Báo VnExpress,Không quân Mỹ công bố video quay từ trinh sát cơ làm nhiệm vụ thu thập thông tin thời tiết trong tâm bão Melissa có sức gió 280 km/h.  (Theo ),https://vnexpress.net/chuyen-bay-vao-tam-bao-manh-nhat-nam-nay-4956877.html,1
